SKU,Nombre,Precio,Existencias,Costo,Proveedor,Status,Vencimiento,CategoriaPrincipal,Subcategoria,UnidadMedida
JM-695,Pestañas 5pcs,35.29,0,30.00,VB,Inactive,,Maquillaje,Articulos para pestañas,12
SC807,Polvo Contorno Scalon Happy,37.65,0,32.00,VB,Inactive,,Maquillaje,Polvo compacto,12
S17-026,Shampoo Y Acondicionador 1000 ML Coco,215.00,27.0,150.00,Stay,Active,,Cuidado personal,Shampoo capilar,8
S17-022,Shampoo Y Acondicionador Caja Keratina,128.00,0,89.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,24
T-70014,Sombra Para Ojos,52.94,0,45.00,VB,Inactive,,Maquillaje,Sombra,12
LC915,Tinte Para Labios Magic conejito cesta,12.94,0,11.00,VB,Inactive,,Maquillaje,Labios,24
LC835,Tinte Para Labios Magic Dear Darling,12.94,0,11.00,VB,Inactive,,Maquillaje,Labios,12
S32-002,Toallas Humedas 30 Hojas Sábila Stay,25.00,0,20.00,Stay,Inactive,,Cuidado personal,Toallas humedas,12
OLU938-23,Perfume King of Seduction,59.00,36.0,48.00,VB,Active,,Cuidado personal,Perfumes,12
OLU938-30,Perfume Disell,59.00,18.0,48.00,VB,Active,,Cuidado personal,Perfumes,12
OLU938-32,Perfume Bozzs para mujer,59.00,0.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-4,Perfume For Alway,59.00,0.0,48.00,VB,Inactive,,Cuidado personal,Perfumes,12
OLU938-5,Perfume 2i2 VIP Men,59.00,162.0,48.00,VB,Active,,Cuidado personal,Perfumes,12
OLU938-57,Perfume Invictus V,59.00,156.0,48.00,VB,Active,,Cuidado personal,Perfumes,12
B926,Perfume I Can,85.00,12.0,72.00,VB,Active,,Cuidado personal,Perfumes,12
B721-3,Perfume Invictus Negro,109.00,108.0,90.00,VB,Active,,Cuidado personal,Perfumes,12
B721,Perfume Invictus Gris,109.00,108.0,99.00,VB,Active,,Cuidado personal,Perfumes,12
B693,Perfume Giiq,72.00,53.0,68.00,VB,Active,,Cuidado personal,Perfumes,12
B807,Perfume La vida es bella,107.00,0.0,84.00,VB,Inactive,,Cuidado personal,Perfumes,12
B17,Perfume Dolce & Gabbana,135.19,0.0,115.00,VB,Inactive,,Cuidado personal,Perfumes,12
S17-002,Shampoo Y Acondicionador Caja Romero Stay,128.00,0.0,89.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,24
S17-004,Shampoo Y Acondicionador Caja Aloe Vera Stay,128.00,0.0,89.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,24
WA-033,Shampoo Y Acondicionador Wao 1380 Ml Romero,286.00,12.0,200.00,Stay,Active,,Cuidado personal,Shampoo capilar,6
S17-025,Shampoo Y Acondicionador Cola de caballo Romero 1000ml Stay,215.00,12.0,145.00,Stay,Active,,Cuidado personal,Shampoo capilar,8
S17-020,Shampoo Y Acondicionador Aloe Vera 1000ml Stay,215.00,0.0,145.00,Stay,Inactive,,Cuidado personal,Shampoo capilar,8
R182,Balsamo para labios Paleta Romantic,15.00,0.0,11.76,VB,Inactive,,Maquillaje,Labios,24
LG2519,Labial Matte Ushas,25.00,0.0,21.18,VB,Inactive,,Maquillaje,Labios,24
FC647,Iluminador My Custom,52.00,0.0,44.71,VB,Inactive,,Maquillaje,Iluminadores,24
LC1102,Brillo Labial Magic,20.00,0.0,17.00,VB,Inactive,,Maquillaje,Labios,24
M19-50,Delineador fino negro Gala Fever Million Pauline,32.00,0.0,18.00,VB,Inactive,,Maquillaje,Delineador,24
161-SHVD1LTM,Shampoo & Acondicionador Vida 1000ml Menta,279.00,1232.0,115.00,AjSiles,Active,2027-06-24,Cuidado personal,Shampoo capilar,12
161-SHVD500M,Shampoo & Acondicionador Vida 500ml Menta,169.00,2314.0,69.00,AjSiles,Active,2027-06-24,Cuidado personal,Shampoo capilar,12
161-TRVD500M,Tratamiento VIDA 500ml Menta,129.00,746.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Tratamientos capilares,48
161-SHVD1LTGR,Shampoo & Acondicionador Vida 1000ml Ginger,279.00,1248.0,115.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-SHVD500GR,Shampoo & Acondicionador Vida 500ml Ginger,169.00,2324.0,69.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-TRVD500GR,Tratamiento VIDA 500ml Ginger,129.00,771.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Tratamientos capilares,48
161-SHVD1LTARG,Shampoo & Acondicionador Vida 1000ml Argan,279.00,1245.0,115.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-SHVD500ARG,Shampoo & Acondicionador Vida 500ml Argan,169.00,2324.0,69.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-TRVD500ARG,Tratamiento VIDA 500ml Argan,129.00,747.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Tratamientos capilares,48
161-SHVD1LTKT,Shampoo & Acondicionador Vida 1000ml Keratina,279.00,1244.0,115.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-SHVD500KT,Shampoo & Acondicionador Vida 500ml Keratina,169.00,2318.0,69.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,12
161-TRVD500KT,Tratamiento VIDA 500ml Keratina,129.00,753.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Tratamientos capilares,48
161-SHVDT500CO,Shampoo Tinte VIDA Castaño Oscuro 500ml,129.00,9256.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,48
161-SHVDT500CN,Shampoo Tinte VIDA Castaño Natural 500ml,129.00,9265.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,48
161-SHVDT500N,Shampoo Tinte VIDA Negro 500ml,129.00,18935.0,53.00,AjSiles,Active,2027-06-25,Cuidado personal,Shampoo capilar,48
CD2203-15,PERFUME HAYA,75.00,0.0,60.00,VB,Inactive,2029-07-22,Cuidado personal,Perfumes,12
CD2203-11,PERFUME DIMMAH,75.00,12.0,60.00,VB,Inactive,,,,12
CD2203-2,PERFUME AMEERAT AL ARAB,75.00,0.0,60.00,VB,Inactive,,,,12
CD2203-13,PERFUME HEIBAH,75.00,0.0,60.00,VB,Inactive,,,,12
BC9004,PERFUME BLOSSOM CANDY 88,50.00,30.0,40.00,VB,Active,,,,12
BC9007,PERFUME 95,50.00,42.0,40.00,VB,Active,,,,12
BC9002,PERFUME BLOSSOM CANDY 04,50.00,30.0,40.00,VB,Active,,,,12
BC9003,PERFUME BLOSSOM CANDY 92,50.00,18.0,40.00,VB,Active,,,,12
BW1004,PERFUME SPRAY GRAPE,60.00,0.0,48.00,VB,Inactive,,,,18
BW1001,PERFUME SPRAY STRAWBERRY,60.00,0.0,48.00,VB,Inactive,,,,18
BW1007,PERFUME SPRAY PINK CHERRY,60.00,0.0,48.00,VB,Inactive,,,,18
BW1002,PERFUME SPRAY HONEY PEACH,60.00,0.0,48.00,VB,Inactive,,,,18
CD002,PERFUME CARAMELO YOU CRACK,85.00,90.0,68.00,VB,Active,,,,18
CD003,PERFUME CARAMELO SOMEBUNNY,85.00,84.0,68.00,VB,Active,,,,18
CD008,PERFUME CARAMELO ETERNAL SUNFLOWER,85.00,84.0,68.00,VB,Active,,,,18
CD016,PERFUME CARAMELO LOVE,85.00,84.0,68.00,VB,Active,,,,18
29029-47,Balsamo para Labios Karité,15.00,168.0,12.00,VB,Active,2028-12-01,Maquillaje,Labios,24
M-34-C,Lapiz para cejas Miss Demi,15.00,336.0,12.00,VB,Active,,Maquillaje,Articulos para Cejas,48
8035,Balsamo para Labios,9.00,0.0,7.20,VB,Inactive,2028-11-01,Maquillaje,Labios,24
HL5696,Mascara Hold Morning,12.00,240.0,9.60,VB,Active,2028-05-10,Maquillaje,Mascara,24
DR-F2303,Base Dawang Rose,13.00,216.0,10.40,VB,Active,2027-07-01,Maquillaje,Base de maquillaje,24
HB5581,Balsamo Hold Morning,13.00,48.0,10.40,VB,Active,2028-04-10,Maquillaje,Labios,24
HL5636,Brillo para labios Hold Morning,15.00,240.0,12.00,VB,Active,2028-05-01,Maquillaje,Labios,24
HB5598,Balsamo Hold Morning,12.00,144.0,9.60,VB,Active,2028-05-01,Maquillaje,Labios,24
AL010,Lápiz Labial y Brillo Aozy,27.00,168.0,22.40,,Active,2028-04-01,Maquillaje,Labios,24
36597-47,Lapiz Labial Booster Magic Karite,17.00,120.0,14.40,VB,Active,2029-01-01,Maquillaje,Labios,24
L3519,Rubor Liquido Only Beauty,38.00,204.0,32.00,VB,Active,2027-11-01,Maquillaje,Blusher,12
PB3079,Rubor Liquido Pink Key,33.00,144.0,28.00,VB,Active,2028-05-01,Maquillaje,Blusher,24
DO2406,Set de Uñas Pink Key,30.00,98.0,24.00,VB,Active,,Maquillaje,Uñas,12
70959-03,Serum para Labios  Kiss Beauty,21.00,168.0,17.60,VB,Active,2029-05-01,Maquillaje,Labios,24
71071-03B,Agrandador de Labios Kiss Beauty,25.00,144.0,20.80,VB,Active,2028-11-01,Maquillaje,Labios,24
AL016,Brillo Labial Aozy,17.00,96.0,14.40,VB,Active,,Maquillaje,Labios,24
51365-47,Colorante para labios y mejias Karité,33.00,120.0,28.00,VB,Active,2029-06-01,Maquillaje,Labios,24
PK7793,Corrector e Iluminador Pink Key,38.00,192.0,32.00,VB,Active,2028-05-01,Maquillaje,Corrector,24
PK-044,Rubor en crema Pink Key,29.00,242.0,24.00,VB,Active,2029-06-01,Maquillaje,Blusher,24
AL022,Brillo para labios Aozy,19.00,96.0,16.00,VB,Active,2028-04-01,Maquillaje,Labios,24
M-31,Lápiz para cejas Miss Demi,12.00,336.0,9.60,VB,Active,,Maquillaje,Articulos para Cejas,48
M-23,Lapiz para labios Miss Demi,10.00,76.0,8.00,VB,Active,,Maquillaje,Labios,48
M-32,Lapiz para cejas Miss Demi,12.00,480.0,9.60,VB,Active,,Maquillaje,Articulos para Cejas,48
HL5687,Aceite para labios  Hold Morning,15.00,144.0,12.00,VB,Active,2028-05-01,Maquillaje,Labios,24
HL5688,Aceite para labios Hold Morning,15.00,120.0,12.00,VB,Active,2028-08-01,Maquillaje,Labios,24
BBW1006,Body Spray Red Rose,57.00,72.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1001,Body Spray Strawberry,57.00,42.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1002,Body Spray Honey Peach,57.00,116.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1003,Body Spray Hami Melon,57.00,71.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1004,Body Spray Grape,57.00,46.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1005,Body Spray Grapefruit,57.00,72.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1007,Body Spray Pink Cherry,57.00,48.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1008,Body Spray Green Cactus,57.00,53.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1009,Body Spray Purple Orchid,57.00,72.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
BBW1010,Body Spray Yellow Daisy,57.00,71.0,48.00,VB,Active,,Cuidado personal,Perfumes,18
